evaluation_mode,mode,sample_index,num_gold,num_pred,tp,fp,fn,precision,recall,f1,accuracy
type_only,type_only,1115,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1124,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1127,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1139,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1140,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1145,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1147,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1149,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1150,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1155,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1164,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1168,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1169,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1172,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1201,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1203,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1231,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1274,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1281,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1283,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1284,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1285,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1292,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1294,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1296,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1297,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1308,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1309,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1319,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1325,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1326,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1332,6,6,6,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1346,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1349,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1357,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1359,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1369,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1370,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1376,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1380,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1383,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1390,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1394,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1396,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1397,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1398,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1400,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1416,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1419,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1433,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1434,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1435,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1458,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1472,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1474,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1475,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1479,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1496,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1497,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1499,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1511,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1514,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1548,7,7,7,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1554,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1558,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1566,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1576,4,4,4,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1582,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1588,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1594,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1599,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1604,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1605,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1622,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1623,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1631,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1644,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1650,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1654,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1673,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1678,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1692,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1693,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1696,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1699,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1708,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1720,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1721,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1725,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1726,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1733,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1738,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1762,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1763,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1764,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1778,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1780,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1784,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1788,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1795,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1821,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1828,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1848,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1851,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1856,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1892,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1910,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1917,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1918,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1925,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1928,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1936,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1962,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1981,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1992,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1996,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,1999,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2001,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2036,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2049,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2050,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2053,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2063,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2077,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2086,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2096,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2097,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2100,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2128,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2130,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2157,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2173,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2174,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2186,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2192,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2210,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2214,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2215,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2222,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2232,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2233,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2234,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2237,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2239,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2248,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2249,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2251,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2253,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2254,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2260,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2288,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2293,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2310,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2312,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2315,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2328,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2331,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2332,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2335,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2336,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2338,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2345,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2349,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2360,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2361,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2386,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2387,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2393,6,6,6,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2410,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2434,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2448,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2457,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2473,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2480,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2488,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2493,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2495,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2524,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2526,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2529,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2531,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2535,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2540,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2556,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2559,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2576,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2578,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2592,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2596,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2601,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2602,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2605,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2607,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2615,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2622,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2624,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2626,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2627,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2631,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2632,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2638,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2647,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2663,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2673,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2693,3,3,3,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2718,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2724,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2725,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2728,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2733,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2735,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2740,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2743,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2745,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2746,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2752,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2755,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2756,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2757,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2768,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2771,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2776,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2807,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2813,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2814,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2832,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2833,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2840,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2848,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2854,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2862,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2910,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2934,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2939,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2940,4,4,4,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2946,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2957,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2963,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2965,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2976,7,7,7,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2985,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,2998,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,3003,4,4,4,0,0,1.0,1.0,1.0,1.0
type_only,type_only,3007,1,1,1,0,0,1.0,1.0,1.0,1.0
type_only,type_only,3020,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,3022,2,2,2,0,0,1.0,1.0,1.0,1.0
type_only,type_only,3023,2,2,2,0,0,1.0,1.0,1.0,1.0
